"","Natureza","Jan","Fev","Mar","Abr","Mai","Jun","Jul","Ago","Set","Out","Nov","Dez","Total","delegacia_id"
"1585","ROUBO DE CARGA",5,3,5,8,9,1,4,3,4,4,7,10,63,945
"1586","FURTO - OUTROS",82,69,93,79,85,89,128,96,90,82,60,73,1.026,945
"1587","FURTO DE VEÍCULO",63,64,51,56,66,69,81,58,34,79,59,50,730,945
"1588","HOMICÍDIO DOLOSO (2)",0,1,3,0,0,2,0,1,0,0,1,1,9,943
"1589","Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3)",0,1,3,0,0,2,0,1,0,0,1,1,9,943
"1590","HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO",0,0,0,0,0,0,0,0,0,0,0,0,0,943
"1591","Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO",0,0,0,0,0,0,0,0,0,0,0,0,0,943
"1592","HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO",0,1,0,0,0,0,0,0,0,0,0,1,2,943
"1593","HOMICÍDIO CULPOSO OUTROS",0,0,0,0,0,0,0,0,1,0,0,0,1,943
"1594","TENTATIVA DE HOMICÍDIO",1,1,0,1,0,0,1,0,0,0,1,1,6,943
"1595","LESÃO CORPORAL SEGUIDA DE MORTE",0,0,0,0,0,0,0,0,0,0,0,0,0,943
"1596","LESÃO CORPORAL DOLOSA",26,24,27,31,23,25,22,30,23,26,17,23,297,943
"1597","LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO",9,16,9,17,7,15,21,10,7,14,4,9,138,943
"1598","LESÃO CORPORAL CULPOSA - OUTRAS",0,0,0,0,2,2,1,2,1,1,1,1,11,943
"1599","LATROCÍNIO",0,0,0,0,0,0,0,0,0,0,0,0,0,943
"1600","Nº DE VÍTIMAS EM LATROCÍNIO",0,0,0,0,0,0,0,0,0,0,0,0,0,943
"1601","TOTAL DE ESTUPRO (4)",4,0,4,2,3,0,2,1,1,2,2,4,25,943
"1602","ESTUPRO",0,0,0,0,0,0,1,1,0,0,0,2,4,943
"1603","ESTUPRO DE VULNERÁVEL",4,0,4,2,3,0,1,0,1,2,2,2,21,943
"1604","TOTAL DE ROUBO - OUTROS (1)",108,72,85,110,115,142,99,95,89,95,112,65,1.187,943
"1605","ROUBO - OUTROS",101,65,81,101,110,139,93,91,88,88,107,61,1.125,943
"1606","ROUBO DE VEÍCULO",14,7,12,16,40,40,25,16,13,22,18,22,245,943
"1607","ROUBO A BANCO",0,0,0,0,0,0,0,0,0,0,0,0,0,943
"1608","ROUBO DE CARGA",7,7,4,9,5,3,6,4,1,7,5,4,62,943
"1609","FURTO - OUTROS",54,32,74,76,76,96,110,89,84,80,78,79,928,943
"1610","FURTO DE VEÍCULO",16,6,17,8,9,20,7,16,14,12,10,9,144,943
"1611","HOMICÍDIO DOLOSO (2)",2,1,1,0,3,3,2,2,5,2,1,4,26,942
"1612","Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3)",2,1,1,0,3,3,4,2,8,2,1,5,32,942
"1613","HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO",0,0,0,0,0,0,0,0,0,0,0,0,0,942
"1614","Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO",0,0,0,0,0,0,0,0,0,0,0,0,0,942
"1615","HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO",0,0,1,1,2,1,1,1,2,0,1,2,12,942
"1616","HOMICÍDIO CULPOSO OUTROS",0,0,1,0,0,0,0,0,0,0,0,0,1,942
"1617","TENTATIVA DE HOMICÍDIO",2,0,3,0,2,4,2,2,1,2,2,3,23,942
"1618","LESÃO CORPORAL SEGUIDA DE MORTE",0,0,0,0,0,0,0,0,0,0,0,0,0,942
"1619","LESÃO CORPORAL DOLOSA",57,51,67,47,69,48,57,41,52,42,57,54,642,942
"1620","LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO",22,34,33,22,26,19,28,24,29,24,22,19,302,942
"1621","LESÃO CORPORAL CULPOSA - OUTRAS",0,0,0,0,0,0,0,0,1,1,0,3,5,942
"1622","LATROCÍNIO",0,0,0,0,0,1,1,0,0,0,0,0,2,942
"1623","Nº DE VÍTIMAS EM LATROCÍNIO",0,0,0,0,0,1,1,0,0,0,0,0,2,942
"1624","TOTAL DE ESTUPRO (4)",3,7,10,6,9,6,3,4,4,8,3,2,65,942
"1625","ESTUPRO",0,2,1,0,3,2,2,0,1,2,0,0,13,942
"1626","ESTUPRO DE VULNERÁVEL",3,5,9,6,6,4,1,4,3,6,3,2,52,942
"1627","TOTAL DE ROUBO - OUTROS (1)",140,137,137,163,164,165,162,207,173,179,172,165,1.964,942
"1628","ROUBO - OUTROS",129,131,128,153,160,158,155,201,168,167,162,159,1.871,942
"1629","ROUBO DE VEÍCULO",20,32,29,47,45,38,55,42,44,76,61,60,549,942
"1630","ROUBO A BANCO",0,0,0,0,0,0,0,0,0,0,0,0,0,942
"1631","ROUBO DE CARGA",11,6,9,10,4,7,7,6,5,12,10,6,93,942
"1632","FURTO - OUTROS",132,180,138,180,147,165,113,179,159,111,136,80,1.72,942
"1633","FURTO DE VEÍCULO",43,40,56,39,57,51,58,40,37,36,35,30,522,942
"1634","HOMICÍDIO DOLOSO (2)",1,3,3,1,1,2,0,1,2,1,1,3,19,941
"1635","Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3)",1,3,3,1,1,2,0,1,3,1,4,3,23,941
"1636","HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO",0,0,0,0,0,0,0,0,0,0,0,0,0,941
"1637","Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO",0,0,0,0,0,0,0,0,0,0,0,0,0,941
"1638","HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO",1,0,0,1,0,0,1,0,1,0,0,0,4,941
"1639","HOMICÍDIO CULPOSO OUTROS",0,0,0,0,0,0,0,0,0,0,0,0,0,941
"1640","TENTATIVA DE HOMICÍDIO",3,2,3,2,1,1,1,1,1,0,0,3,18,941
"1641","LESÃO CORPORAL SEGUIDA DE MORTE",0,0,0,0,0,0,0,0,0,0,0,0,0,941
"1642","LESÃO CORPORAL DOLOSA",41,50,65,34,49,41,40,30,40,36,38,39,503,941
"1643","LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO",13,12,15,22,17,12,14,13,8,16,12,10,164,941
"1644","LESÃO CORPORAL CULPOSA - OUTRAS",0,0,3,1,0,1,0,0,1,0,0,0,6,941
"1645","LATROCÍNIO",0,0,1,0,0,0,0,0,0,0,0,0,1,941
"1646","Nº DE VÍTIMAS EM LATROCÍNIO",0,0,1,0,0,0,0,0,0,0,0,0,1,941
"1647","TOTAL DE ESTUPRO (4)",5,5,6,7,3,4,5,4,8,4,5,1,57,941
"1648","ESTUPRO",2,2,3,0,1,1,2,2,0,0,1,0,14,941
"1649","ESTUPRO DE VULNERÁVEL",3,3,3,7,2,3,3,2,8,4,4,1,43,941
"1650","TOTAL DE ROUBO - OUTROS (1)",266,216,252,258,203,201,152,193,144,197,226,139,2.447,941
"1651","ROUBO - OUTROS",258,201,232,238,192,189,143,183,141,190,205,129,2.301,941
"1652","ROUBO DE VEÍCULO",34,49,35,32,37,46,31,31,45,39,42,42,463,941
"1653","ROUBO A BANCO",0,0,0,0,0,0,0,0,0,0,0,0,0,941
"1654","ROUBO DE CARGA",8,15,20,20,11,12,9,10,3,7,21,10,146,941
"1655","FURTO - OUTROS",149,129,128,136,137,126,169,175,133,109,118,103,1.612,941
"1656","FURTO DE VEÍCULO",28,23,24,33,22,21,33,21,31,32,22,15,305,941
"1657","HOMICÍDIO DOLOSO (2)",2,1,0,1,2,0,1,1,0,1,1,0,10,940
"1658","Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3)",2,1,0,1,2,0,1,1,0,1,1,0,10,940
"1659","HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO",0,0,0,0,0,0,0,0,0,0,0,0,0,940
"1660","Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO",0,0,0,0,0,0,0,0,0,0,0,0,0,940
"1661","HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO",1,0,0,0,1,0,1,1,0,1,0,1,6,940
"1662","HOMICÍDIO CULPOSO OUTROS",0,0,0,0,0,0,0,0,0,0,0,0,0,940
"1663","TENTATIVA DE HOMICÍDIO",1,0,1,1,0,1,0,2,1,1,0,0,8,940
"1664","LESÃO CORPORAL SEGUIDA DE MORTE",0,0,0,0,0,0,0,0,0,0,0,0,0,940
"1665","LESÃO CORPORAL DOLOSA",29,22,28,24,22,36,30,22,26,30,39,32,340,940
"1666","LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO",7,4,16,9,14,9,4,8,11,6,11,6,105,940
"1667","LESÃO CORPORAL CULPOSA - OUTRAS",0,1,0,0,0,0,0,0,0,0,0,0,1,940
"1668","LATROCÍNIO",0,2,0,0,1,0,0,0,0,1,0,0,4,940
"1669","Nº DE VÍTIMAS EM LATROCÍNIO",0,2,0,0,1,0,0,0,0,1,0,0,4,940
"1670","TOTAL DE ESTUPRO (4)",1,2,4,1,2,4,1,2,5,4,2,4,32,940
"1671","ESTUPRO",1,1,0,0,2,1,0,0,2,1,0,0,8,940
"1672","ESTUPRO DE VULNERÁVEL",0,1,4,1,0,3,1,2,3,3,2,4,24,940
"1673","TOTAL DE ROUBO - OUTROS (1)",115,115,125,151,182,137,112,130,102,138,154,148,1.609,940
"1674","ROUBO - OUTROS",106,112,118,147,177,134,106,127,100,131,151,137,1.546,940
"1675","ROUBO DE VEÍCULO",25,24,29,30,37,30,26,19,33,34,28,36,351,940
"1676","ROUBO A BANCO",0,0,0,0,0,0,0,0,0,0,0,0,0,940
"1677","ROUBO DE CARGA",9,3,7,4,5,3,6,3,2,7,3,11,63,940
"1678","FURTO - OUTROS",69,67,70,65,52,67,88,93,74,64,51,78,838,940
"1679","FURTO DE VEÍCULO",11,9,8,16,10,9,25,9,5,11,12,13,138,940
"1680","HOMICÍDIO DOLOSO (2)",0,1,2,0,0,0,0,1,0,0,0,0,4,938
"1681","Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3)",0,1,2,0,0,0,0,1,0,0,0,0,4,938
"1682","HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO",0,0,0,0,0,0,0,0,0,0,0,0,0,938
"1683","Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO",0,0,0,0,0,0,0,0,0,0,0,0,0,938
"1684","HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO",0,0,0,0,1,0,0,0,0,1,0,0,2,938
"1685","HOMICÍDIO CULPOSO OUTROS",0,0,0,0,0,0,0,0,0,0,0,0,0,938
"1686","TENTATIVA DE HOMICÍDIO",2,0,0,1,0,0,0,0,0,1,0,0,4,938
"1687","LESÃO CORPORAL SEGUIDA DE MORTE",0,0,0,0,0,0,0,0,0,0,1,1,2,938
"1688","LESÃO CORPORAL DOLOSA",21,23,31,21,23,16,26,22,27,20,23,30,283,938
"1689","LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO",2,5,6,10,5,5,4,10,5,14,6,5,77,938
"1690","LESÃO CORPORAL CULPOSA - OUTRAS",5,1,2,0,1,1,2,1,1,1,0,0,15,938
"1691","LATROCÍNIO",0,0,0,0,0,0,0,0,0,0,0,0,0,938
"1692","Nº DE VÍTIMAS EM LATROCÍNIO",0,0,0,0,0,0,0,0,0,0,0,0,0,938
"1693","TOTAL DE ESTUPRO (4)",0,2,3,1,1,3,0,2,3,0,0,0,15,938
"1694","ESTUPRO",0,1,1,1,0,1,0,1,2,0,0,0,7,938
"1695","ESTUPRO DE VULNERÁVEL",0,1,2,0,1,2,0,1,1,0,0,0,8,938
"1696","TOTAL DE ROUBO - OUTROS (1)",102,117,109,105,124,128,119,116,108,131,111,84,1.354,938
"1697","ROUBO - OUTROS",102,117,109,105,122,128,119,116,106,130,111,84,1.349,938
"1698","ROUBO DE VEÍCULO",0,3,1,2,7,0,3,4,0,1,2,1,24,938
"1699","ROUBO A BANCO",0,0,0,0,0,0,0,0,0,1,0,0,1,938
"1700","ROUBO DE CARGA",0,0,0,0,2,0,0,0,2,0,0,0,4,938
"1701","FURTO - OUTROS",267,288,238,246,282,259,225,307,265,304,282,237,3.2,938
"1702","FURTO DE VEÍCULO",21,18,25,26,23,21,22,33,19,22,29,10,269,938
"1703","HOMICÍDIO DOLOSO (2)",1,0,0,0,0,0,0,0,0,0,0,1,2,937
"1704","Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3)",1,0,0,0,0,0,0,0,0,0,0,1,2,937
"1705","HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO",0,0,0,0,0,0,0,0,0,0,0,0,0,937
"1706","Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO",0,0,0,0,0,0,0,0,0,0,0,0,0,937
"1707","HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO",2,0,1,0,0,0,0,0,0,0,0,0,3,937
"1708","HOMICÍDIO CULPOSO OUTROS",0,0,0,0,0,0,0,0,0,0,0,0,0,937
"1709","TENTATIVA DE HOMICÍDIO",0,2,0,0,0,0,0,0,0,1,0,0,3,937
"1710","LESÃO CORPORAL SEGUIDA DE MORTE",0,0,0,0,0,0,0,0,0,0,0,0,0,937
"1711","LESÃO CORPORAL DOLOSA",12,19,27,21,26,22,15,23,20,16,33,35,269,937
"1712","LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO",8,14,18,11,13,10,19,27,19,29,23,19,210,937
"1713","LESÃO CORPORAL CULPOSA - OUTRAS",4,1,3,1,3,2,0,0,1,1,0,1,17,937
"1714","LATROCÍNIO",0,0,1,0,0,0,0,0,0,0,0,0,1,937
"1715","Nº DE VÍTIMAS EM LATROCÍNIO",0,0,1,0,0,0,0,0,0,0,0,0,1,937
"1716","TOTAL DE ESTUPRO (4)",2,1,2,1,0,1,2,0,0,1,0,0,10,937
"1717","ESTUPRO",0,1,1,1,0,0,1,0,0,0,0,0,4,937
"1718","ESTUPRO DE VULNERÁVEL",2,0,1,0,0,1,1,0,0,1,0,0,6,937
"1719","TOTAL DE ROUBO - OUTROS (1)",203,193,167,148,191,337,102,135,122,187,179,89,2.053,937
"1720","ROUBO - OUTROS",203,192,167,148,191,334,102,134,121,187,179,89,2.047,937
"1721","ROUBO DE VEÍCULO",1,2,3,1,1,4,2,5,1,1,4,3,28,937
"1722","ROUBO A BANCO",0,0,0,0,0,1,0,0,0,0,0,0,1,937
"1723","ROUBO DE CARGA",0,1,0,0,0,2,0,1,1,0,0,0,5,937
"1724","FURTO - OUTROS",776,734,681,602,785,2.325,465,591,641,985,1.165,220,9.97,937
"1725","FURTO DE VEÍCULO",26,37,33,33,27,20,19,61,46,19,26,16,363,937
"1726","HOMICÍDIO DOLOSO (2)",0,1,1,0,0,0,0,0,0,1,0,0,3,926
"1727","Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3)",0,1,1,0,0,0,0,0,0,1,0,0,3,926
"1728","HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO",0,0,1,0,0,0,0,0,0,0,0,0,1,926
"1729","Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO",0,0,1,0,0,0,0,0,0,0,0,0,1,926
"1730","HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO",1,0,0,1,0,1,0,0,0,0,0,1,4,926
"1731","HOMICÍDIO CULPOSO OUTROS",0,0,0,0,0,0,0,0,0,0,0,0,0,926
"1732","TENTATIVA DE HOMICÍDIO",1,1,2,0,1,0,0,0,2,3,3,0,13,926
"1733","LESÃO CORPORAL SEGUIDA DE MORTE",0,0,0,0,0,0,0,0,0,0,0,0,0,926
"1734","LESÃO CORPORAL DOLOSA",32,20,20,28,14,21,17,25,8,20,14,16,235,926
"1735","LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO",6,5,10,10,10,10,7,8,9,10,8,5,98,926
"1736","LESÃO CORPORAL CULPOSA - OUTRAS",0,0,0,0,0,2,0,0,0,0,0,0,2,926
"1737","LATROCÍNIO",0,0,0,0,0,0,0,0,0,0,0,0,0,926
"1738","Nº DE VÍTIMAS EM LATROCÍNIO",0,0,0,0,0,0,0,0,0,0,0,0,0,926
"1739","TOTAL DE ESTUPRO (4)",1,0,3,0,3,0,4,2,4,3,2,1,23,926
"1740","ESTUPRO",0,0,0,0,1,0,1,0,3,1,0,0,6,926
"1741","ESTUPRO DE VULNERÁVEL",1,0,3,0,2,0,3,2,1,2,2,1,17,926
"1742","TOTAL DE ROUBO - OUTROS (1)",101,84,60,76,99,69,76,93,86,103,115,90,1.052,926
"1743","ROUBO - OUTROS",98,84,59,72,99,69,72,92,85,100,113,89,1.032,926
"1744","ROUBO DE VEÍCULO",8,18,7,13,15,13,23,16,15,22,22,39,211,926
"1745","ROUBO A BANCO",1,0,0,0,0,0,0,0,0,0,0,0,1,926
"1746","ROUBO DE CARGA",2,0,1,4,0,0,4,1,1,3,2,1,19,926
"1747","FURTO - OUTROS",85,61,82,58,76,92,82,88,51,97,104,84,960,926
"1748","FURTO DE VEÍCULO",17,14,12,8,6,5,12,16,14,19,13,8,144,926
"1749","HOMICÍDIO DOLOSO (2)",0,0,0,0,0,0,0,0,1,0,0,1,2,925
"1750","Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3)",0,0,0,0,0,0,0,0,1,0,0,1,2,925
"1751","HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO",0,0,0,0,0,0,0,0,0,0,0,0,0,925
"1752","Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO",0,0,0,0,0,0,0,0,0,0,0,0,0,925
"1753","HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO",0,0,0,0,0,0,0,0,0,1,0,0,1,925
"1754","HOMICÍDIO CULPOSO OUTROS",0,0,0,0,0,0,0,0,0,0,0,0,0,925
"1755","TENTATIVA DE HOMICÍDIO",1,1,0,0,0,1,0,0,0,0,8,0,11,925
"1756","LESÃO CORPORAL SEGUIDA DE MORTE",0,0,0,0,0,0,0,0,0,0,0,0,0,925
"1757","LESÃO CORPORAL DOLOSA",9,8,10,6,13,11,13,10,3,20,11,10,124,925
"1758","LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO",3,11,11,19,11,5,15,8,0,1,0,7,91,925
"1759","LESÃO CORPORAL CULPOSA - OUTRAS",0,0,0,0,0,0,0,0,13,1,0,0,14,925
"1760","LATROCÍNIO",0,0,0,0,0,0,0,0,0,0,0,0,0,925
"1761","Nº DE VÍTIMAS EM LATROCÍNIO",0,0,0,0,0,0,0,0,0,0,0,0,0,925
"1762","TOTAL DE ESTUPRO (4)",0,1,0,0,0,0,1,0,2,2,1,1,8,925
"1763","ESTUPRO",0,0,0,0,0,0,1,0,1,0,1,0,3,925
"1764","ESTUPRO DE VULNERÁVEL",0,1,0,0,0,0,0,0,1,2,0,1,5,925
"1765","TOTAL DE ROUBO - OUTROS (1)",33,34,27,34,29,27,27,30,22,37,48,49,397,925
"1766","ROUBO - OUTROS",31,29,24,34,24,25,23,28,20,33,45,47,363,925
"1767","ROUBO DE VEÍCULO",3,1,7,2,3,3,1,1,3,3,0,4,31,925
"1768","ROUBO A BANCO",0,0,0,0,1,0,0,0,0,0,0,0,1,925
"1769","ROUBO DE CARGA",2,5,3,0,4,2,4,2,2,4,3,2,33,925
"1770","FURTO - OUTROS",58,44,66,51,52,54,52,70,56,62,69,71,705,925
"1771","FURTO DE VEÍCULO",10,15,16,15,8,10,6,14,5,2,10,5,116,925
"1772","HOMICÍDIO DOLOSO (2)",1,1,0,1,0,0,0,0,0,0,1,0,4,923
"1773","Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3)",1,1,0,2,0,0,0,0,0,0,1,0,5,923
"1774","HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO",0,0,0,0,0,0,0,0,0,0,0,0,0,923
"1775","Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO",0,0,0,0,0,0,0,0,0,0,0,0,0,923
"1776","HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO",0,1,0,0,0,0,0,1,0,0,0,1,3,923
"1777","HOMICÍDIO CULPOSO OUTROS",0,0,0,0,0,0,0,0,0,0,0,0,0,923
"1778","TENTATIVA DE HOMICÍDIO",1,1,0,0,0,0,0,1,0,0,0,1,4,923
"1779","LESÃO CORPORAL SEGUIDA DE MORTE",0,0,0,0,0,0,0,0,0,0,0,0,0,923
"1780","LESÃO CORPORAL DOLOSA",28,26,28,47,27,38,25,28,28,23,21,20,339,923
"1781","LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO",5,9,12,9,9,5,10,10,11,7,7,4,98,923
"1782","LESÃO CORPORAL CULPOSA - OUTRAS",1,0,2,2,0,12,0,1,1,0,0,0,19,923
"1783","LATROCÍNIO",0,0,0,0,0,0,0,0,1,0,0,0,1,923
"1784","Nº DE VÍTIMAS EM LATROCÍNIO",0,0,0,0,0,0,0,0,1,0,0,0,1,923
"1785","TOTAL DE ESTUPRO (4)",4,3,2,2,1,1,3,5,0,3,1,1,26,923
"1786","ESTUPRO",0,1,1,1,0,1,0,2,0,1,0,0,7,923
"1787","ESTUPRO DE VULNERÁVEL",4,2,1,1,1,0,3,3,0,2,1,1,19,923
"1788","TOTAL DE ROUBO - OUTROS (1)",69,71,98,70,110,54,84,72,46,89,92,76,931,923
"1789","ROUBO - OUTROS",65,69,93,70,110,54,84,72,43,86,89,76,911,923
"1790","ROUBO DE VEÍCULO",20,28,40,29,35,34,30,25,25,21,33,25,345,923
"1791","ROUBO A BANCO",0,0,0,0,0,0,0,0,0,0,0,0,0,923
"1792","ROUBO DE CARGA",4,2,5,0,0,0,0,0,3,3,3,0,20,923
"1793","FURTO - OUTROS",49,54,46,39,49,38,56,74,42,61,50,50,608,923
"1794","FURTO DE VEÍCULO",16,16,19,20,14,22,12,20,33,17,14,18,221,923
"1795","HOMICÍDIO DOLOSO (2)",2,3,1,2,5,2,1,1,2,3,1,0,23,921
"1796","Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3)",2,3,1,2,5,2,1,1,2,3,2,0,24,921
"1797","HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO",0,0,0,0,0,0,0,0,0,0,0,0,0,921
"1798","Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO",0,0,0,0,0,0,0,0,0,0,0,0,0,921
"1799","HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO",1,1,0,2,0,2,1,1,0,0,0,1,9,921
"1800","HOMICÍDIO CULPOSO OUTROS",0,0,0,0,0,0,0,0,0,0,0,0,0,921
"1801","TENTATIVA DE HOMICÍDIO",3,0,3,1,3,1,1,1,1,3,0,2,19,921
"1802","LESÃO CORPORAL SEGUIDA DE MORTE",0,0,0,0,0,0,0,0,0,0,0,0,0,921
"1803","LESÃO CORPORAL DOLOSA",50,40,43,38,32,41,35,30,50,27,35,40,461,921
"1804","LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO",8,10,15,6,6,9,7,11,9,11,16,7,115,921
"1805","LESÃO CORPORAL CULPOSA - OUTRAS",0,1,0,0,0,0,0,0,1,0,1,0,3,921
"1806","LATROCÍNIO",0,0,0,0,1,0,0,0,0,0,0,0,1,921
"1807","Nº DE VÍTIMAS EM LATROCÍNIO",0,0,0,0,1,0,0,0,0,0,0,0,1,921
"1808","TOTAL DE ESTUPRO (4)",4,9,3,4,7,5,3,8,12,3,3,4,65,921
"1809","ESTUPRO",2,3,0,0,0,0,1,2,1,2,0,1,12,921
"1810","ESTUPRO DE VULNERÁVEL",2,6,3,4,7,5,2,6,11,1,3,3,53,921
"1811","TOTAL DE ROUBO - OUTROS (1)",176,182,198,249,227,181,149,183,186,156,204,171,2.262,921
"1812","ROUBO - OUTROS",173,180,193,245,224,176,138,176,171,151,190,165,2.182,921
"1813","ROUBO DE VEÍCULO",31,41,20,16,29,16,26,23,14,20,25,38,299,921
"1814","ROUBO A BANCO",0,0,0,0,0,0,0,0,0,0,0,0,0,921
"1815","ROUBO DE CARGA",3,2,5,4,3,5,11,7,15,5,14,6,80,921
"1816","FURTO - OUTROS",118,127,100,107,104,106,148,139,123,129,105,100,1.406,921
"1817","FURTO DE VEÍCULO",20,22,17,14,17,15,19,23,32,25,32,23,259,921
"1818","HOMICÍDIO DOLOSO (2)",1,3,0,0,0,1,0,1,1,0,0,1,8,919
"1819","Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3)",4,3,0,0,0,1,0,1,1,0,0,1,11,919
"1820","HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO",0,0,0,0,0,0,0,0,0,0,0,0,0,919
"1821","Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO",0,0,0,0,0,0,0,0,0,0,0,0,0,919
"1822","HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO",0,2,0,0,0,0,0,0,0,1,1,1,5,919
"1823","HOMICÍDIO CULPOSO OUTROS",0,0,0,0,0,0,0,0,0,0,0,0,0,919
"1824","TENTATIVA DE HOMICÍDIO",1,0,3,1,0,0,0,0,0,0,0,0,5,919
"1825","LESÃO CORPORAL SEGUIDA DE MORTE",0,0,0,0,0,0,0,0,0,0,0,0,0,919
"1826","LESÃO CORPORAL DOLOSA",20,33,23,31,19,29,25,26,22,17,23,33,301,919
"1827","LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO",10,7,16,15,15,10,11,5,15,13,13,7,137,919
"1828","LESÃO CORPORAL CULPOSA - OUTRAS",0,0,0,0,0,0,0,0,0,0,0,0,0,919
"1829","LATROCÍNIO",0,0,0,0,0,0,0,0,0,0,0,1,1,919
"1830","Nº DE VÍTIMAS EM LATROCÍNIO",0,0,0,0,0,0,0,0,0,0,0,1,1,919
"1831","TOTAL DE ESTUPRO (4)",6,1,3,3,3,0,1,2,1,3,3,1,27,919
"1832","ESTUPRO",3,0,1,3,0,0,0,1,0,0,1,0,9,919
"1833","ESTUPRO DE VULNERÁVEL",3,1,2,0,3,0,1,1,1,3,2,1,18,919
"1834","TOTAL DE ROUBO - OUTROS (1)",110,83,94,102,105,90,67,89,104,92,73,74,1.083,919
"1835","ROUBO - OUTROS",109,81,90,100,101,86,63,88,100,89,72,69,1.048,919
"1836","ROUBO DE VEÍCULO",58,52,43,62,32,38,42,24,32,39,36,45,503,919
"1837","ROUBO A BANCO",0,0,0,0,0,0,0,0,0,0,0,0,0,919
"1838","ROUBO DE CARGA",1,2,4,2,4,4,4,1,4,3,1,5,35,919
"1839","FURTO - OUTROS",94,77,78,86,78,81,75,98,68,109,84,77,1.005,919
"1840","FURTO DE VEÍCULO",37,37,43,50,30,45,40,44,43,42,37,33,481,919
"1841","HOMICÍDIO DOLOSO (2)",1,1,0,0,1,0,2,2,1,0,1,1,10,917
"1842","Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3)",1,1,0,0,1,0,3,2,1,0,1,1,11,917
"1843","HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO",0,0,0,0,0,0,0,0,0,0,0,0,0,917
